Zone,Produit,Origine,Aliments pour animaux,Autres Utilisations,Disponibilité alimentaire (Kcal/personne/jour),Disponibilité alimentaire en quantité (kg/personne/an),Disponibilité de matière grasse en quantité (g/personne/jour),Disponibilité de protéines en quantité (g/personne/jour),Disponibilité intérieure,Exportations - Quantité,Importations - Quantité,Nourriture,Pertes,Production,Semences,Traitement,Variation de stock,Categorie
Afghanistan,Abats comestible,Animale,0.0,0.0,5.0,1.72,0.2,0.77,53000000.0,0.0,0.0,53000000.0,0.0,53000000.0,0.0,0.0,0.0,Viandes
Afghanistan,Agrumes et autres,Vegetale,0.0,0.0,1.0,1.29,0.01,0.02,41000000.0,2000000.0,40000000.0,39000000.0,2000000.0,3000000.0,0.0,0.0,0.0,Fruits
Afghanistan,Aliments pour enfants,Vegetale,0.0,0.0,1.0,0.06,0.01,0.03,2000000.0,0.0,2000000.0,2000000.0,0.0,0.0,0.0,0.0,0.0,Produits divers
Afghanistan,Ananas,Vegetale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fruits
Afghanistan,Bananes,Vegetale,0.0,0.0,4.0,2.7,0.02,0.05,82000000.0,0.0,82000000.0,82000000.0,0.0,0.0,0.0,0.0,0.0,Fruits
Afghanistan,Beurre et ghee,Animale,0.0,0.0,23.0,1.17,2.61,0.03,36000000.0,0.0,0.0,36000000.0,0.0,36000000.0,0.0,0.0,0.0,Huiles et graisses
Afghanistan,Bière,Vegetale,0.0,0.0,0.0,0.09,0.0,0.0,3000000.0,0.0,3000000.0,3000000.0,0.0,0.0,0.0,0.0,0.0,Boissons alcoolisees
Afghanistan,Blé,Vegetale,0.0,0.0,1369.0,160.23,4.69,36.91,5992000000.0,0.0,1173000000.0,4895000000.0,775000000.0,5169000000.0,322000000.0,0.0,-350000000.0,Céréales
Afghanistan,Boissons alcooliques,Vegetale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Boissons alcoolisees
Afghanistan,Café,Vegetale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Boissons stimulantes
Afghanistan,Coco (inclut coprah),Vegetale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Oléagineux
Afghanistan,Crème,Animale,0.0,0.0,3.0,0.6,0.32,0.04,18000000.0,0.0,18000000.0,18000000.0,0.0,0.0,0.0,0.0,0.0,Lait et fromage
Afghanistan,Céréales et autres,Vegetale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Céréales
Afghanistan,Dattes,Vegetale,0.0,0.0,0.0,0.02,0.0,0.0,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,Fruits
Afghanistan,Edulcorants autres,Vegetale,0.0,0.0,2.0,0.53,0.0,0.0,16000000.0,0.0,16000000.0,16000000.0,0.0,0.0,0.0,0.0,0.0,Sucres et édulcorants
Afghanistan,Feve de cacao,Vegetale,0.0,0.0,0.0,0.02,0.04,0.01,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,Boissons stimulantes
Afghanistan,Fruits et autres,Vegetale,0.0,0.0,9.0,7.29,0.06,0.14,240000000.0,69000000.0,4000000.0,223000000.0,17000000.0,304000000.0,0.0,0.0,1000000.0,Fruits
Afghanistan,Graines de coton,Vegetale,0.0,0.0,0.0,0.0,0.0,0.0,27000000.0,0.0,0.0,0.0,0.0,27000000.0,1000000.0,26000000.0,0.0,Oléagineux
Afghanistan,Graines de tournesol,Vegetale,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.0,0.0,0.0,0.0,3000000.0,0.0,3000000.0,0.0,Oléagineux
Afghanistan,Graisses animales crue,Animale,0.0,0.0,12.0,0.49,1.31,0.01,15000000.0,0.0,1000000.0,15000000.0,0.0,14000000.0,0.0,0.0,0.0,Huiles et graisses
Afghanistan,Huile de plantes oléifères et autres,Vegetale,0.0,359000000.0,2.0,0.08,0.21,0.0,361000000.0,0.0,360000000.0,2000000.0,0.0,1000000.0,0.0,0.0,0.0,Huiles et graisses
Afghanistan,Huile graines de coton,Vegetale,0.0,1000000.0,3.0,0.12,0.34,0.0,5000000.0,0.0,0.0,4000000.0,0.0,5000000.0,0.0,0.0,0.0,Huiles et graisses
Afghanistan,Huile d'arachide,Vegetale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Huiles et graisses
Afghanistan,Huile d'olive,Vegetale,0.0,0.0,0.0,0.02,0.05,0.0,1000000.0,0.0,0.0,1000000.0,0.0,1000000.0,0.0,0.0,0.0,Huiles et graisses
Afghanistan,Huile de colza et moutarde,Vegetale,0.0,0.0,2.0,0.07,0.18,0.0,2000000.0,0.0,2000000.0,2000000.0,0.0,0.0,0.0,0.0,0.0,Huiles et graisses
Afghanistan,Huile de palme,Vegetale,0.0,55000000.0,51.0,2.09,5.74,0.0,119000000.0,0.0,119000000.0,64000000.0,0.0,0.0,0.0,0.0,0.0,Huiles et graisses
Afghanistan,Huile de soja,Vegetale,0.0,0.0,13.0,0.53,1.46,0.0,16000000.0,0.0,16000000.0,16000000.0,0.0,0.0,0.0,0.0,0.0,Huiles et graisses
Afghanistan,Huile de sésame,Vegetale,0.0,0.0,1.0,0.05,0.13,0.0,1000000.0,0.0,0.0,1000000.0,0.0,1000000.0,0.0,0.0,0.0,Huiles et graisses
Afghanistan,Huile de tournesol,Vegetale,0.0,0.0,18.0,0.75,2.06,0.0,23000000.0,0.0,22000000.0,23000000.0,0.0,1000000.0,0.0,0.0,0.0,Huiles et graisses
Afghanistan,Lait (exclut beurre),Animale,123000000.0,0.0,100.0,62.23,5.19,6.12,2083000000.0,0.0,248000000.0,1901000000.0,58000000.0,1835000000.0,0.0,0.0,0.0,Lait et fromage
Afghanistan,Légumes et autres,Vegetale,0.0,0.0,17.0,28.97,0.13,0.85,1007000000.0,34000000.0,124000000.0,885000000.0,122000000.0,916000000.0,0.0,0.0,0.0,Légumes
Afghanistan,Légumineuses et autres,Vegetale,4000000.0,0.0,23.0,2.44,0.14,1.56,86000000.0,0.0,26000000.0,74000000.0,3000000.0,60000000.0,5000000.0,0.0,0.0,Légumineuses
Afghanistan,Maïs,Vegetale,200000000.0,0.0,21.0,2.5,0.3,0.56,313000000.0,0.0,1000000.0,76000000.0,31000000.0,312000000.0,5000000.0,0.0,0.0,Céréales
Afghanistan,Miel,Vegetale,0.0,0.0,1.0,0.07,0.0,0.0,2000000.0,0.0,0.0,2000000.0,0.0,2000000.0,0.0,0.0,0.0,Sucres et édulcorants
Afghanistan,Millet,Vegetale,0.0,0.0,3.0,0.4,0.02,0.08,13000000.0,0.0,0.0,12000000.0,1000000.0,13000000.0,0.0,0.0,0.0,Céréales
Afghanistan,Miscellanees,Vegetale,0.0,0.0,1.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Produits divers
Afghanistan,Noix,Vegetale,0.0,0.0,12.0,1.45,1.07,0.38,44000000.0,12000000.0,0.0,44000000.0,0.0,56000000.0,0.0,0.0,0.0,Fruit à coques
Afghanistan,Oeufs,Animale,0.0,0.0,5.0,1.3,0.36,0.38,47000000.0,0.0,29000000.0,40000000.0,5000000.0,18000000.0,2000000.0,0.0,0.0,Oeufs
Afghanistan,Olives,Vegetale,0.0,0.0,0.0,0.06,0.03,0.0,7000000.0,0.0,0.0,2000000.0,0.0,7000000.0,0.0,4000000.0,0.0,Oléagineux
Afghanistan,Oranges et mandarines,Vegetale,0.0,0.0,4.0,4.75,0.01,0.07,145000000.0,0.0,139000000.0,145000000.0,0.0,6000000.0,0.0,0.0,0.0,Fruits
Afghanistan,Orge,Vegetale,360000000.0,0.0,26.0,2.92,0.24,0.79,524000000.0,0.0,10000000.0,89000000.0,52000000.0,514000000.0,22000000.0,0.0,0.0,Céréales
Afghanistan,Plantes oleiferes et autres,Vegetale,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.0,0.0,0.0,0.0,3000000.0,0.0,2000000.0,0.0,Oléagineux
Afghanistan,Poissons d'eau douce,Animale,0.0,0.0,0.0,0.07,0.0,0.02,2000000.0,0.0,0.0,2000000.0,0.0,2000000.0,0.0,0.0,0.0,Poisson et fruits de mer
Afghanistan,Poivre,Vegetale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Epices
Afghanistan,Pommes,Vegetale,0.0,0.0,3.0,2.22,0.01,0.02,72000000.0,7000000.0,0.0,68000000.0,4000000.0,79000000.0,0.0,0.0,0.0,Fruits
Afghanistan,Pommes de terre,Vegetale,0.0,0.0,15.0,7.53,0.04,0.25,262000000.0,41000000.0,0.0,230000000.0,9000000.0,303000000.0,23000000.0,0.0,0.0,Racines et tubercules
Afghanistan,Raisin,Vegetale,0.0,0.0,29.0,15.8,0.12,0.27,513000000.0,97000000.0,0.0,483000000.0,31000000.0,611000000.0,0.0,0.0,0.0,Fruits
Afghanistan,Riz (équivalent blanchi),Vegetale,0.0,0.0,141.0,13.82,0.27,2.7,461000000.0,0.0,119000000.0,422000000.0,24000000.0,342000000.0,14000000.0,0.0,0.0,Céréales
Afghanistan,Sucre (équivalent brut),Vegetale,0.0,0.0,84.0,8.35,0.0,0.0,255000000.0,0.0,271000000.0,255000000.0,0.0,2000000.0,0.0,0.0,-19000000.0,Sucres et édulcorants
Afghanistan,Sucre de betterave,Vegetale,0.0,0.0,0.0,0.0,0.0,0.0,15000000.0,0.0,0.0,0.0,0.0,15000000.0,0.0,15000000.0,0.0,Sucres et édulcorants
Afghanistan,Sucre de canne,Vegetale,81000000.0,0.0,0.0,0.0,0.0,0.0,90000000.0,0.0,0.0,0.0,0.0,90000000.0,0.0,9000000.0,0.0,Sucres et édulcorants
Afghanistan,Sésame,Vegetale,0.0,0.0,9.0,0.52,0.77,0.27,21000000.0,11000000.0,0.0,16000000.0,1000000.0,32000000.0,1000000.0,4000000.0,0.0,Oléagineux
Afghanistan,Thé,Vegetale,0.0,0.0,4.0,3.49,0.0,0.96,107000000.0,0.0,107000000.0,107000000.0,0.0,0.0,0.0,0.0,0.0,Boissons stimulantes
Afghanistan,Tomates,Vegetale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Légumes
Afghanistan,Viande d'ovins et caprins,Animale,0.0,0.0,31.0,4.92,2.55,1.91,150000000.0,0.0,0.0,150000000.0,0.0,150000000.0,0.0,0.0,0.0,Viandes
Afghanistan,Viande de bovins,Animale,0.0,0.0,27.0,4.59,2.1,1.89,140000000.0,0.0,6000000.0,140000000.0,0.0,134000000.0,0.0,0.0,0.0,Viandes
Afghanistan,Viande de volailles,Animale,0.0,0.0,9.0,2.45,0.53,0.87,75000000.0,0.0,48000000.0,75000000.0,0.0,26000000.0,0.0,0.0,0.0,Viandes
Afghanistan,Viande et autres,Animale,0.0,0.0,1.0,0.38,0.06,0.17,12000000.0,0.0,0.0,12000000.0,0.0,12000000.0,0.0,0.0,0.0,Viandes
Afghanistan,Vin,Vegetale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Boissons alcoolisees
Afghanistan,Épices et autres,Vegetale,0.0,0.0,2.0,0.26,0.1,0.11,8000000.0,5000000.0,0.0,8000000.0,0.0,13000000.0,0.0,0.0,0.0,Epices
Afrique Du Sud,Abats comestible,Animale,0.0,48000000.0,17.0,4.81,0.53,2.58,302000000.0,10000000.0,71000000.0,254000000.0,0.0,241000000.0,0.0,0.0,0.0,Viandes
Afrique Du Sud,Agrumes et autres,Vegetale,0.0,0.0,0.0,0.14,0.0,0.0,8000000.0,3000000.0,0.0,8000000.0,1000000.0,11000000.0,0.0,0.0,0.0,Fruits
Afrique Du Sud,"Alcool, non comestible",Vegetale,0.0,38000000.0,0.0,0.0,0.0,0.0,38000000.0,178000000.0,15000000.0,0.0,0.0,201000000.0,0.0,0.0,0.0,Boissons alcoolisees
Afrique Du Sud,Aliments pour enfants,Vegetale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,2000000.0,0.0,0.0,0.0,0.0,0.0,2000000.0,Produits divers
Afrique Du Sud,Ananas,Vegetale,0.0,0.0,1.0,0.81,0.0,0.01,48000000.0,72000000.0,14000000.0,43000000.0,5000000.0,101000000.0,0.0,0.0,4000000.0,Fruits
Afrique Du Sud,Animaux aquatiques et autres,Animale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Poisson et fruits de mer
Afrique Du Sud,Arachides decortiquees,Vegetale,0.0,0.0,11.0,0.71,0.91,0.48,54000000.0,13000000.0,38000000.0,38000000.0,1000000.0,29000000.0,2000000.0,13000000.0,0.0,Oléagineux
Afrique Du Sud,Avoine,Vegetale,8000000.0,0.0,5.0,0.75,0.09,0.16,49000000.0,4000000.0,25000000.0,40000000.0,1000000.0,28000000.0,1000000.0,0.0,0.0,Céréales
Afrique Du Sud,Bananes,Vegetale,0.0,0.0,12.0,7.04,0.02,0.19,413000000.0,8000000.0,2000000.0,371000000.0,42000000.0,420000000.0,0.0,0.0,0.0,Fruits
Afrique Du Sud,Bananes plantains,Vegetale,0.0,0.0,3.0,1.62,0.01,0.04,86000000.0,9000000.0,95000000.0,86000000.0,0.0,0.0,0.0,0.0,0.0,Fruits
Afrique Du Sud,Beurre et ghee,Animale,0.0,0.0,7.0,0.35,0.78,0.01,19000000.0,5000000.0,3000000.0,19000000.0,0.0,20000000.0,0.0,0.0,0.0,Huiles et graisses
Afrique Du Sud,Bière,Vegetale,0.0,0.0,82.0,60.91,0.0,0.83,3215000000.0,66000000.0,131000000.0,3215000000.0,0.0,3150000000.0,0.0,0.0,0.0,Boissons alcoolisees
Afrique Du Sud,Blé,Vegetale,37000000.0,0.0,492.0,60.13,2.09,15.4,3316000000.0,495000000.0,1490000000.0,3174000000.0,74000000.0,1870000000.0,31000000.0,0.0,450000000.0,Céréales
Afrique Du Sud,Boissons alcooliques,Vegetale,0.0,60000000.0,52.0,6.38,0.0,0.0,397000000.0,53000000.0,79000000.0,337000000.0,0.0,371000000.0,0.0,0.0,0.0,Boissons alcoolisees
Afrique Du Sud,Boissons fermentés,Vegetale,0.0,0.0,0.0,0.01,0.0,0.0,1000000.0,122000000.0,7000000.0,1000000.0,0.0,64000000.0,0.0,0.0,51000000.0,Boissons alcoolisees
Afrique Du Sud,Café,Vegetale,0.0,0.0,1.0,0.93,0.0,0.06,49000000.0,15000000.0,64000000.0,49000000.0,0.0,0.0,0.0,0.0,0.0,Boissons stimulantes
Afrique Du Sud,Cephalopodes,Animale,0.0,0.0,0.0,0.12,0.0,0.05,7000000.0,5000000.0,9000000.0,7000000.0,0.0,3000000.0,0.0,0.0,0.0,Poisson et fruits de mer
Afrique Du Sud,Citrons et limes,Vegetale,0.0,0.0,0.0,0.38,0.0,0.0,33000000.0,253000000.0,2000000.0,20000000.0,13000000.0,257000000.0,0.0,0.0,27000000.0,Fruits
Afrique Du Sud,Coco (inclut coprah),Vegetale,0.0,0.0,2.0,0.46,0.16,0.02,24000000.0,1000000.0,25000000.0,24000000.0,0.0,0.0,0.0,0.0,0.0,Oléagineux
Afrique Du Sud,Crustacés,Animale,0.0,0.0,0.0,0.42,0.0,0.1,22000000.0,4000000.0,24000000.0,22000000.0,0.0,3000000.0,0.0,0.0,0.0,Poisson et fruits de mer
Afrique Du Sud,Crème,Animale,0.0,0.0,0.0,0.05,0.03,0.0,3000000.0,0.0,0.0,3000000.0,0.0,3000000.0,0.0,0.0,0.0,Lait et fromage
Afrique Du Sud,Céréales et autres,Vegetale,8000000.0,0.0,1.0,0.07,0.0,0.02,12000000.0,10000000.0,3000000.0,4000000.0,0.0,19000000.0,0.0,0.0,0.0,Céréales
Afrique Du Sud,Dattes,Vegetale,0.0,0.0,0.0,0.01,0.0,0.0,1000000.0,2000000.0,2000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,Fruits
Afrique Du Sud,Edulcorants autres,Vegetale,0.0,0.0,13.0,1.69,0.0,0.0,89000000.0,42000000.0,54000000.0,89000000.0,0.0,77000000.0,0.0,0.0,0.0,Sucres et édulcorants
Afrique Du Sud,Feve de cacao,Vegetale,0.0,0.0,6.0,0.47,0.53,0.1,25000000.0,7000000.0,32000000.0,25000000.0,0.0,0.0,0.0,0.0,0.0,Boissons stimulantes
Afrique Du Sud,Fruits et autres,Vegetale,0.0,0.0,6.0,4.89,0.12,0.08,441000000.0,524000000.0,17000000.0,258000000.0,50000000.0,914000000.0,0.0,133000000.0,34000000.0,Fruits
Afrique Du Sud,Girofles,Vegetale,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Epices
Afrique Du Sud,Graines colza et moutarde,Vegetale,0.0,0.0,0.0,0.0,0.0,0.0,112000000.0,3000000.0,2000000.0,0.0,0.0,112000000.0,0.0,112000000.0,1000000.0,Oléagineux
Afrique Du Sud,Graines de coton,Vegetale,0.0,0.0,0.0,0.0,0.0,0.0,68000000.0,0.0,79000000.0,0.0,3000000.0,9000000.0,0.0,65000000.0,-20000000.0,Oléagineux
Afrique Du Sud,Graines de tournesol,Vegetale,0.0,0.0,0.0,0.0,0.0,0.0,590000000.0,2000000.0,34000000.0,0.0,0.0,557000000.0,3000000.0,587000000.0,0.0,Oléagineux
Afrique Du Sud,Graisses animales crue,Animale,0.0,43000000.0,6.0,0.3,0.65,0.0,59000000.0,5000000.0,29000000.0,16000000.0,0.0,33000000.0,0.0,0.0,1000000.0,Huiles et graisses
Afrique Du Sud,Haricots,Vegetale,0.0,0.0,17.0,1.83,0.07,1.08,105000000.0,7000000.0,51000000.0,96000000.0,3000000.0,60000000.0,5000000.0,0.0,0.0,Légumineuses
Afrique Du Sud,Huile de plantes oléifères et autres,Vegetale,0.0,11000000.0,2.0,0.07,0.18,0.0,17000000.0,13000000.0,20000000.0,4000000.0,0.0,8000000.0,0.0,2000000.0,2000000.0,Huiles et graisses
Afrique Du Sud,Huile graines de coton,Vegetale,0.0,0.0,1.0,0.04,0.1,0.0,2000000.0,32000000.0,10000000.0,2000000.0,0.0,11000000.0,0.0,0.0,13000000.0,Huiles et graisses
Afrique Du Sud,Huile d'arachide,Vegetale,0.0,4000000.0,5.0,0.21,0.57,0.0,15000000.0,0.0,0.0,11000000.0,0.0,6000000.0,0.0,0.0,10000000.0,Huiles et graisses
Afrique Du Sud,Huile d'olive,Vegetale,0.0,0.0,1.0,0.06,0.17,0.0,3000000.0,1000000.0,5000000.0,3000000.0,0.0,0.0,0.0,0.0,0.0,Huiles et graisses
Afrique Du Sud,Huile de coco,Vegetale,0.0,0.0,2.0,0.07,0.2,0.0,4000000.0,0.0,4000000.0,4000000.0,0.0,0.0,0.0,0.0,0.0,Huiles et graisses
Afrique Du Sud,Huile de colza et moutarde,Vegetale,0.0,40000000.0,0.0,0.0,0.0,0.0,40000000.0,0.0,4000000.0,0.0,0.0,37000000.0,0.0,0.0,0.0,Huiles et graisses
Afrique Du Sud,Huile de germe de maïs,Vegetale,0.0,0.0,37.0,1.52,4.16,0.0,80000000.0,0.0,0.0,80000000.0,0.0,81000000.0,0.0,0.0,0.0,Huiles et graisses
Afrique Du Sud,Huile de palme,Vegetale,0.0,399000000.0,23.0,0.95,2.6,0.0,449000000.0,7000000.0,456000000.0,50000000.0,0.0,0.0,0.0,0.0,0.0,Huiles et graisses
Afrique Du Sud,Huile de palmistes,Vegetale,0.0,16000000.0,7.0,0.31,0.84,0.0,32000000.0,0.0,32000000.0,16000000.0,0.0,0.0,0.0,0.0,0.0,Huiles et graisses
Afrique Du Sud,Huile de soja,Vegetale,0.0,0.0,109.0,4.5,12.33,0.0,238000000.0,66000000.0,206000000.0,238000000.0,0.0,98000000.0,0.0,0.0,0.0,Huiles et graisses
Afrique Du Sud,Huile de sésame,Vegetale,0.0,0.0,0.0,0.01,0.03,0.0,1000000.0,0.0,0.0,1000000.0,0.0,1000000.0,0.0,0.0,0.0,Huiles et graisses
Afrique Du Sud,Huile de tournesol,Vegetale,0.0,30000000.0,126.0,5.19,14.23,0.0,304000000.0,79000000.0,132000000.0,274000000.0,0.0,221000000.0,0.0,0.0,30000000.0,Huiles et graisses
Afrique Du Sud,Huiles de foie de poisson,Animale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Huiles et graisses
Afrique Du Sud,Huiles de poissons,Animale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,Huiles et graisses
Afrique Du Sud,Ignames,Vegetale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Racines et tubercules
Afrique Du Sud,Lait (exclut beurre),Animale,123000000.0,0.0,85.0,55.75,5.26,4.55,3093000000.0,697000000.0,292000000.0,2942000000.0,32000000.0,3260000000.0,0.0,0.0,238000000.0,Lait et fromage
Afrique Du Sud,Légumes et autres,Vegetale,51000000.0,0.0,23.0,25.08,0.22,0.93,1511000000.0,194000000.0,78000000.0,1323000000.0,137000000.0,1621000000.0,0.0,0.0,5000000.0,Légumes
Afrique Du Sud,Légumineuses et autres,Vegetale,18000000.0,0.0,2.0,0.23,0.01,0.14,30000000.0,2000000.0,8000000.0,12000000.0,0.0,24000000.0,1000000.0,0.0,0.0,Légumineuses
Afrique Du Sud,Manioc,Vegetale,0.0,57000000.0,0.0,0.0,0.0,0.0,57000000.0,2000000.0,58000000.0,0.0,0.0,0.0,0.0,0.0,1000000.0,Racines et tubercules
Afrique Du Sud,Maïs,Vegetale,4715000000.0,0.0,858.0,100.1,7.69,21.91,10480000000.0,3036000000.0,56000000.0,5283000000.0,405000000.0,11811000000.0,33000000.0,43000000.0,1650000000.0,Céréales
Afrique Du Sud,Miel,Vegetale,0.0,0.0,1.0,0.06,0.0,0.0,3000000.0,0.0,2000000.0,3000000.0,0.0,1000000.0,0.0,0.0,0.0,Sucres et édulcorants
Afrique Du Sud,Millet,Vegetale,8000000.0,0.0,1.0,0.09,0.01,0.02,13000000.0,0.0,7000000.0,5000000.0,0.0,7000000.0,0.0,0.0,0.0,Céréales
Afrique Du Sud,Miscellanees,Vegetale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Produits divers
Afrique Du Sud,Mollusques et autres,Animale,0.0,0.0,0.0,0.14,0.0,0.01,7000000.0,3000000.0,8000000.0,7000000.0,0.0,2000000.0,0.0,0.0,0.0,Poisson et fruits de mer
Afrique Du Sud,Noix,Vegetale,0.0,0.0,2.0,0.33,0.2,0.06,17000000.0,35000000.0,20000000.0,17000000.0,0.0,28000000.0,0.0,0.0,5000000.0,Fruit à coques
Afrique Du Sud,Oeufs,Animale,0.0,0.0,28.0,7.21,1.96,2.26,497000000.0,17000000.0,1000000.0,380000000.0,51000000.0,514000000.0,67000000.0,0.0,0.0,Oeufs
Afrique Du Sud,Oignons,Vegetale,0.0,0.0,9.0,8.38,0.02,0.25,501000000.0,88000000.0,4000000.0,442000000.0,59000000.0,585000000.0,0.0,0.0,0.0,Légumes
Afrique Du Sud,Olives,Vegetale,0.0,0.0,0.0,0.02,0.01,0.0,1000000.0,0.0,2000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,Oléagineux
Afrique Du Sud,Oranges et mandarines,Vegetale,0.0,0.0,5.0,7.32,0.03,0.08,422000000.0,1525000000.0,13000000.0,386000000.0,36000000.0,1934000000.0,0.0,0.0,0.0,Fruits
Afrique Du Sud,Orge,Vegetale,19000000.0,0.0,1.0,0.09,0.0,0.01,509000000.0,8000000.0,199000000.0,5000000.0,7000000.0,268000000.0,6000000.0,472000000.0,50000000.0,Céréales
Afrique Du Sud,Palmistes,Vegetale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Oléagineux
Afrique Du Sud,Pamplemousse,Vegetale,0.0,0.0,2.0,2.54,0.01,0.03,158000000.0,308000000.0,2000000.0,134000000.0,23000000.0,443000000.0,0.0,0.0,20000000.0,Fruits
Afrique Du Sud,Patates douces,Vegetale,3000000.0,0.0,3.0,1.12,0.01,0.04,63000000.0,2000000.0,0.0,59000000.0,1000000.0,65000000.0,0.0,0.0,0.0,Racines et tubercules
Afrique Du Sud,Perciform,Animale,0.0,0.0,2.0,2.16,0.04,0.43,114000000.0,74000000.0,26000000.0,114000000.0,0.0,162000000.0,0.0,0.0,0.0,Poisson et fruits de mer
Afrique Du Sud,Piments,Vegetale,0.0,0.0,4.0,0.42,0.11,0.16,23000000.0,0.0,6000000.0,22000000.0,1000000.0,17000000.0,0.0,0.0,0.0,Epices
Afrique Du Sud,Plantes aquatiques,Animale,0.0,14000000.0,0.0,0.0,0.0,0.0,14000000.0,0.0,0.0,0.0,0.0,15000000.0,0.0,0.0,0.0,Poisson et fruits de mer
Afrique Du Sud,Plantes oleiferes et autres,Vegetale,0.0,1000000.0,0.0,0.0,0.0,0.0,16000000.0,17000000.0,4000000.0,0.0,0.0,23000000.0,0.0,14000000.0,7000000.0,Oléagineux
Afrique Du Sud,Pois,Vegetale,0.0,0.0,2.0,0.26,0.01,0.16,14000000.0,4000000.0,17000000.0,14000000.0,0.0,1000000.0,0.0,0.0,0.0,Légumes
Afrique Du Sud,Poissons d'eau douce,Animale,0.0,0.0,0.0,0.19,0.01,0.06,10000000.0,2000000.0,9000000.0,10000000.0,0.0,3000000.0,0.0,0.0,0.0,Poisson et fruits de mer
Afrique Du Sud,Poissons marins et autres,Animale,0.0,0.0,0.0,0.07,0.0,0.02,4000000.0,3000000.0,1000000.0,4000000.0,0.0,6000000.0,0.0,0.0,0.0,Poisson et fruits de mer
Afrique Du Sud,Poissons pelagiques,Animale,62000000.0,0.0,10.0,3.14,0.51,1.16,228000000.0,150000000.0,140000000.0,166000000.0,0.0,237000000.0,0.0,0.0,0.0,Poisson et fruits de mer
Afrique Du Sud,Poivre,Vegetale,0.0,0.0,0.0,0.03,0.0,0.01,2000000.0,2000000.0,4000000.0,2000000.0,0.0,0.0,0.0,0.0,0.0,Epices
Afrique Du Sud,Pommes,Vegetale,0.0,0.0,8.0,11.04,0.04,0.06,655000000.0,806000000.0,501000000.0,583000000.0,45000000.0,904000000.0,0.0,27000000.0,56000000.0,Fruits
Afrique Du Sud,Pommes de terre,Vegetale,217000000.0,103000000.0,60.0,30.66,0.08,1.26,2126000000.0,149000000.0,102000000.0,1618000000.0,109000000.0,2174000000.0,79000000.0,0.0,0.0,Racines et tubercules
Afrique Du Sud,Racines (non définies),Vegetale,1000000.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,Racines et tubercules
Afrique Du Sud,Raisin,Vegetale,0.0,2000000.0,4.0,2.2,0.01,0.04,1558000000.0,437000000.0,15000000.0,116000000.0,0.0,1980000000.0,0.0,1440000000.0,0.0,Fruits
Afrique Du Sud,Riz (équivalent blanchi),Vegetale,0.0,0.0,169.0,17.41,0.23,3.25,920000000.0,163000000.0,1311000000.0,919000000.0,0.0,3000000.0,0.0,0.0,-231000000.0,Céréales
